date,vwretx,nxt_freq_vwretx,ewretx,nxt_freq_ewret
2003-09-30,0.027692987922549817,0.1186175875240032,0.05186875478064601,0.148366442173278
2003-12-31,0.1186175875240032,0.019917431062137503,0.148366442173278,0.03608141221739314
2004-03-31,0.019917431062137503,0.01634037444346803,0.03608141221739314,0.023676510029388975
2004-06-30,0.01634037444346803,-0.020123893930900416,0.023676510029388975,-0.022252058050130752
2004-09-30,-0.020123893930900416,0.08984264380963136,-0.022252058050130752,0.12321987487752928
2004-12-31,0.08984264380963136,-0.020241817334389345,0.12321987487752928,-0.023683305689357614
2005-03-31,-0.020241817334389345,0.014419943808318347,-0.023683305689357614,0.027116481047935848
2005-06-30,0.014419943808318347,0.03678293901615248,0.027116481047935848,0.047091088793983715
2005-09-30,0.03678293901615248,0.017311946531921807,0.047091088793983715,0.02292636952139837
2005-12-31,0.017311946531921807,0.04687365252990361,0.02292636952139837,0.06564312817416651
2006-03-31,0.04687365252990361,-0.015307821492533513,0.06564312817416651,-0.02406882225165874
2006-06-30,-0.015307821492533513,0.05411290593356677,-0.02406882225165874,0.0380390805986035
2006-09-30,0.05411290593356677,0.06609574029530196,0.0380390805986035,0.06950080313618567
2006-12-31,0.06609574029530196,0.006660156906670434,0.06950080313618567,0.02762348779013002
2007-03-31,0.006660156906670434,0.0639316993865584,0.02762348779013002,0.05786016708973074
2007-06-30,0.0639316993865584,0.019104427687935743,0.05786016708973074,-0.020539831619917903
2007-09-30,0.019104427687935743,-0.03666272969324458,-0.020539831619917903,-0.05228631440422937
2007-12-31,-0.03666272969324458,-0.0929257865214661,-0.05228631440422937,-0.08906848775716125
2008-03-31,-0.0929257865214661,-0.025383383692277328,-0.08906848775716125,-0.021554817009204696
2008-06-30,-0.025383383692277328,-0.08844038584507707,-0.021554817009204696,-0.08717315171788409
2008-09-30,-0.08844038584507707,-0.21568648775776134,-0.08717315171788409,-0.2632171605289474
2008-12-31,-0.21568648775776134,-0.11248709769955556,-0.2632171605289474,-0.10300820152166834
2009-03-31,-0.11248709769955556,0.16284489323139595,-0.10300820152166834,0.24850939359057223
2009-06-30,0.16284489323139595,0.1538114738740266,0.24850939359057223,0.21449572188427002
2009-09-30,0.1538114738740266,0.061084718130855364,0.21449572188427002,0.06323342744106641
2009-12-31,0.061084718130855364,0.05421590678961974,0.06323342744106641,0.08008040674938655
2010-03-31,0.05421590678961974,-0.11358057022072232,0.08008040674938655,-0.10906758284210383
2010-06-30,-0.11358057022072232,0.11161584721087459,-0.10906758284210383,0.1266598659091842
2010-09-30,0.11161584721087459,0.10760846499620458,0.1266598659091842,0.11946571995737587
2010-12-31,0.10760846499620458,0.05897395160648511,0.11946571995737587,0.071006130578946
2011-03-31,0.05897395160648511,0.0002584638647391557,0.071006130578946,0.006495128653509763
2011-06-30,0.0002584638647391557,-0.1381724382968812,0.006495128653509763,-0.17906138059694887
2011-09-30,-0.1381724382968812,0.11618189857929839,-0.17906138059694887,0.12252982752636488
2011-12-31,0.11618189857929839,0.12690899073065598,0.12252982752636488,0.12468559074360708
2012-03-31,0.12690899073065598,-0.0284412940423745,0.12468559074360708,-0.04128955227959663
2012-06-30,-0.0284412940423745,0.06347213058119472,-0.04128955227959663,0.05784435962105983
2012-09-30,0.06347213058119472,-0.003820216786719177,0.05784435962105983,0.027178861892000583
2012-12-31,-0.003820216786719177,0.10502662502969695,0.027178861892000583,0.12232849640725107
2013-03-31,0.10502662502969695,0.029353622563578874,0.12232849640725107,0.03141351618767119
2013-06-30,0.029353622563578874,0.05241826901810631,0.03141351618767119,0.06760690423533267
2013-09-30,0.05241826901810631,0.10524785585424623,0.06760690423533267,0.09670313005519948
2013-12-31,0.10524785585424623,0.017030394630973777,0.09670313005519948,0.02838107831330028
2014-03-31,0.017030394630973777,0.05159008620479599,0.02838107831330028,0.05481284649179674
2014-06-30,0.05159008620479599,0.011347803153248792,0.05481284649179674,-0.008586737615181472
2014-09-30,0.011347803153248792,0.04900210305711217,-0.008586737615181472,0.06063833221834858
2014-12-31,0.04900210305711217,0.008813147069407501,0.06063833221834858,0.016549833622419685
2015-03-31,0.008813147069407501,0.002040759060120134,0.016549833622419685,-0.01161290591829911
2015-06-30,0.002040759060120134,-0.06423961730579775,-0.01161290591829911,-0.0743264483616568
2015-09-30,-0.06423961730579775,0.07020463219662587,-0.0743264483616568,0.046492178168662246
2015-12-31,0.07020463219662587,0.01329298848874183,0.046492178168662246,0.0299441901336317
2016-03-31,0.01329298848874183,0.024568515598341945,0.0299441901336317,0.025580781208307535
2016-06-30,0.024568515598341945,0.0377727751140684,0.025580781208307535,0.04411464776152374
2016-09-30,0.0377727751140684,0.03951669260249102,0.04411464776152374,0.03822589904031881
2016-12-31,0.03951669260249102,0.05921183891534887,0.03822589904031881,0.052273053648772994
2017-03-31,0.05921183891534887,0.03070816232947049,0.052273053648772994,0.02400779941468212
2017-06-30,0.03070816232947049,0.04415545866949744,0.02400779941468212,0.0353440433818788
2017-09-30,0.04415545866949744,0.06764342217330532,0.0353440433818788,0.06233283772175624
2017-12-31,0.06764342217330532,-0.00995296838628923,0.06233283772175624,-0.011201570371838332
2018-03-31,-0.00995296838628923,0.035524007408036296,-0.011201570371838332,0.028189367466315618
2018-06-30,0.035524007408036296,0.07651142519885146,0.028189367466315618,0.05300058335527691
2018-09-30,0.07651142519885146,-0.13532111761611942,0.05300058335527691,-0.13912965146050293
2018-12-31,-0.13532111761611942,0.13526017371684218,-0.13912965146050293,0.1479361045479568
2019-03-31,0.13526017371684218,0.042286407807903936,0.1479361045479568,0.03687895494080884
2019-06-30,0.042286407807903936,0.017544211473290217,0.03687895494080884,0.00740865560471593
2019-09-30,0.017544211473290217,0.08987580647382987,0.00740865560471593,0.07503745351281177
2019-12-31,0.08987580647382987,-0.19447681342730005,0.07503745351281177,-0.2668034643117051
2020-03-31,-0.19447681342730005,0.20161766180812135,-0.2668034643117051,0.21615598428718763
2020-06-30,0.20161766180812135,0.09038313387337338,0.21615598428718763,0.0624016439637507
2020-09-30,0.09038313387337338,0.12118524574957279,0.0624016439637507,0.1838432493641613
2020-12-31,0.12118524574957279,0.06351788627271038,0.1838432493641613,0.11583867301477935
2021-03-31,0.06351788627271038,0.08359305569460984,0.11583867301477935,0.06708250686327522
2021-06-30,0.08359305569460984,0.0025230507312141714,0.06708250686327522,-0.006037208446321607
2021-09-30,0.0025230507312141714,0.1067716252099622,-0.006037208446321607,0.0863035111712418
2021-12-31,0.1067716252099622,-0.0490988235350055,0.0863035111712418,-0.030967700682843713
2022-03-31,-0.0490988235350055,-0.1647108587274838,-0.030967700682843713,-0.14888092059324964
2022-06-30,-0.1647108587274838,-0.05320081464338966,-0.14888092059324964,-0.05177677992592156
2022-09-30,-0.05320081464338966,0.0706926494142126,-0.05177677992592156,0.10975802447112737
2022-12-31,0.0706926494142126,0.0704966202677324,0.10975802447112737,0.02385837251106193
2023-03-31,0.0704966202677324,0.0827816578769327,0.02385837251106193,0.03471168885321263
2023-06-30,0.0827816578769327,-0.03564335823064135,0.03471168885321263,-0.05312748583713334
2023-09-30,-0.03564335823064135,0.1118882411879496,-0.05312748583713334,0.1136989225264049
